customer_id,household_id,age,gender,region,income_band,signup_channel,signup_date,membership_tier,account_status_code,support_case_count_90d,days_since_last_login,preferred_device,marketing_segment,record_version
907,180,40,F,West,Mid,Referral,2025-10-07,Gold ,H,3,111,desktop,Premium,1
908,300,20,M,east,Mid,Store,2025-04-14,silver,A,1,52,tablet,Standard,1
909,543,40,M,East,Low,Web,2025-05-09,GOLD,A,0,82,Mobile,Standard,3
910,570,33,F,E.,Mid,Web,2025-12-17,Silver,R,1,108,phone,Standard,1
911,499,45,M,Western,Low,Referral,2025-10-16,Silver,A,0,98,mobile,Budget,2
912,171,27,M,NORTH,High,Web,2025-12-07,Silver ,A,2,118,tablet,Standard,2
913,183,61,F,W.,Low,Web,2025-11-30,Silver ,A,1,3,MOBILE,Family,2
914,828,66,M,East,Mid,Referral,2025-06-08,Plat,R,1,64,Desktop,Standard,1
915,227,73,M,Eastern,Mid,Partner,2025-02-17,SILVER,A,0,95,MOBILE,Standard,2
916,93,22,F,West,Mid,Partner,2025-03-25,Silver,A,6,88,mobile,Budget,3
917,409,24,M,SOUTH,Mid,Web,2025-04-18,Silver,A,2,18,mobile,Standard,2
918,7,74,M,W.,Mid,Referral,2025-11-01,SILVER,A,1,69,Mobile,Standard,3
919,309,67,M,Eastern,Low,Web,2025-04-11,silver,A,2,20,MOBILE,Premium,2
920,770,52,F,N.,High,Web,2025-05-12,Gold,A,1,11,Tablet,Budget,3
921,241,36,M,SOUTH,Mid,Web,2025-11-07,Silver,H,2,13,phone,Budget,1
922,634,48,M,SOUTH,Mid,Web,2025-03-01,GOLD,A,3,115,MOBILE,Budget,3
923,441,49,M,south,High,Web,2025-08-31,Silver ,A,0,32,Mobile,Budget,2
924,320,67,F,SOUTH,High,Web,2025-07-21,silver,A,3,55,Tablet,Family,3
925,596,48,F,NORTH,Low,Web,2025-12-26,Silver ,A,1,31,Desktop,Family,3
926,536,19,M,SOUTH,Low,Partner,2025-06-28,gold,A,2,108,desktop,Premium,3
927,287,58,M,EAST,Low,Referral,2025-07-10,PLATINUM,A,2,107,MOBILE,Family,1
928,202,63,F,south,Low,Web,2025-11-07,Silver,A,1,79,tablet,Budget,2
929,826,35,M,South,Mid,Web,2025-12-28,PLATINUM,H,2,100,Mobile,Family,3
930,152,24,M,South,High,Referral,2025-09-24,silver,A,2,12,DESKTOP,Standard,3
931,864,26,M,WEST,High,Referral,2025-09-12,Gold ,A,0,120,desktop,Premium,2
932,425,66,F,south,Mid,Store,2025-11-16,GOLD,H,3,50,mobile,Standard,2
933,898,43,M,E.,Mid,Web,2025-12-24,Silver,A,2,48,Mobile,Standard,1
934,318,48,F,N.,High,Partner,2025-09-26,Silver,H,3,23,MOBILE,Standard,2
935,509,73,F,W.,High,Web,2025-04-17,silver,A,2,106,phone,Budget,2
936,554,21,M,N.,Low,Web,2025-08-23,GOLD,A,2,20,MOBILE,Standard,1
937,305,29,M,NORTH,Mid,Partner,2025-03-28,silver,A,2,103,Mobile,Standard,3
938,197,66,F,Western,High,Store,2025-07-02,PLATINUM,A,2,86,Mobile,Family,2
939,469,49,M,Eastern,Mid,Partner,2025-06-12,Silver ,H,1,93,Desktop,Budget,1
940,597,19,M,West,Mid,Store,2025-12-27,PLATINUM,A,1,3,Mobile,Standard,3
941,236,58,F,NORTH,High,Web,2025-07-22,silver,R,1,89,DESKTOP,Standard,3
942,691,26,F,NORTH,High,Partner,2025-12-17,Gold ,A,0,116,phone,Budget,3
943,575,63,M,N.,High,Referral,2025-10-22,Silver ,A,1,47,MOBILE,Standard,3
944,150,64,M,EAST,Mid,Referral,2025-11-06,Silver,A,0,54,Mobile,Standard,2
945,845,65,F,South,Low,Web,2025-03-03,Silver,R,2,13,tablet,Standard,2
946,40,44,M,North,Mid,Store,2025-10-10,Gold,A,2,59,mobile,Budget,2
947,589,33,M,East,Mid,Web,2025-04-02,Silver ,A,2,81,DESKTOP,Budget,3
948,396,69,M,west,Mid,Web,2025-07-30,Premium-Gold,H,0,36,DESKTOP,Standard,3
949,589,50,M,West,Mid,Store,2025-06-27,platinum,A,3,89,desktop,Family,3
950,697,54,F,W.,Mid,Web,2025-04-05,Silver ,A,2,10,mobile,Premium,3
951,619,25,F,EAST,Mid,Partner,2025-12-26,SILVER,H,2,81,mobile,Budget,1
952,586,54,F,E.,Mid,Partner,2025-11-16,Silver ,A,1,71,DESKTOP,Premium,2
953,757,51,M,Eastern,Mid,Web,2025-07-29,Silver ,A,0,27,desktop,Family,2
954,632,34,M,E.,Mid,Web,2025-01-04,Silver ,A,4,41,desktop,Budget,2
955,733,62,M,EAST,Low,Partner,2025-03-08,gold,A,1,29,Desktop,Budget,3
956,363,25,F,south,Low,Referral,2025-03-25,SILVER,A,2,75,Mobile,Budget,2
957,183,59,M,W.,High,Store,2025-12-21,Silver,A,0,77,Desktop,Budget,3
958,212,73,F,WEST,Mid,Partner,2025-05-28,Premium-Gold,A,2,67,Desktop,Family,3
959,551,50,F,N.,Low,Web,2025-01-18,silver,A,1,23,tablet,Family,2
960,479,24,F,West,Mid,Store,2025-08-02,GOLD,A,2,26,desktop,Standard,1
961,70,50,M,East,Mid,Web,2025-12-13,PLATINUM,H,2,98,mobile,Standard,3
962,184,48,F,East,Low,Store,2025-07-24,Silver ,A,2,55,DESKTOP,Premium,3
963,871,50,M,E.,Mid,Referral,2025-06-12,SILVER,A,2,52,Desktop,Budget,2
964,654,33,M,NORTH,Low,Partner,2025-03-06,Premium-Gold,H,1,37,Mobile,Budget,1
965,680,54,M,west,Mid,Web,2025-11-17,Gold ,A,2,112,phone,Budget,2
966,178,33,F,west,Low,Web,2025-02-08,Gold ,A,0,29,MOBILE,Family,3
967,58,50,M,NORTH,Low,Web,2025-12-07,GOLD,R,0,93,phone,Premium,2
968,263,52,M,S.,Low,Partner,2025-03-23,GOLD,A,0,93,DESKTOP,Standard,2
969,772,55,F,Western,Mid,Referral,2025-02-20,Premium-Gold,A,0,29,Mobile,Premium,2
970,456,64,M,WEST,Low,Web,2025-05-08,gold,A,1,1,Desktop,Budget,3
971,707,69,M,W.,High,Store,2025-01-02,Gold ,A,1,30,MOBILE,Standard,2
972,439,63,F,North,Low,Store,2025-01-06,gold,A,0,32,Desktop,Family,3
973,442,64,M,N.,Mid,Web,2025-03-10,silver,A,0,90,Desktop,Family,3
974,541,68,F,North,Mid,Web,2025-09-10,gold,H,0,64,Desktop,Standard,3
975,864,32,F,east,Mid,Web,2025-10-25,silver,A,1,52,mobile,Budget,3
976,394,34,M,W.,Low,Store,2025-04-01,Silver ,A,2,57,tablet,Family,3
977,537,48,F,S.,High,Partner,2025-08-24,Silver ,A,0,115,Mobile,Standard,3
978,828,45,F,West,High,Store,2025-05-09,SILVER,A,2,113,DESKTOP,Standard,1
979,336,58,F,SOUTH,Low,Referral,2025-06-08,Gold,R,5,3,mobile,Budget,2
980,756,18,F,West,Low,Referral,2025-05-03,Silver,A,2,102,MOBILE,Budget,1
981,482,26,F,West,High,Referral,2025-11-22,gold,A,1,43,desktop,Standard,3
982,792,61,M,WEST,Mid,Referral,2025-07-06,SILVER,A,3,90,MOBILE,Standard,1
983,422,65,F,WEST,Low,Referral,2025-07-04,Silver ,A,1,119,mobile,Budget,3
984,567,35,F,south,Low,Referral,2025-11-10,silver,A,1,62,Mobile,Budget,3
985,291,36,M,Eastern,Mid,Store,2025-08-28,gold,A,1,75,phone,Standard,1
986,572,50,M,NORTH,Mid,Referral,2025-02-24,GOLD,A,0,51,Tablet,Standard,3
987,294,45,F,north,Mid,Referral,2025-03-10,Silver ,A,0,9,DESKTOP,Standard,2
988,549,27,F,south,High,Partner,2025-05-05,silver,A,1,4,mobile,Budget,1
989,710,47,F,north,Mid,Store,2025-02-05,silver,A,2,43,desktop,Family,3
990,392,65,F,South,Mid,Partner,2025-09-10,SILVER,A,6,99,desktop,Family,3
991,387,60,F,SOUTH,Mid,Referral,2025-06-30,Silver ,A,0,41,desktop,Standard,3
992,290,65,M,W.,Mid,Partner,2025-01-17,PLATINUM,A,1,52,Desktop,Premium,1
993,658,55,M,south,Low,Referral,2025-05-27,SILVER,A,1,64,phone,Family,2
994,533,68,F,south,Low,Referral,2025-10-30,SILVER,A,2,38,mobile,Budget,2
995,465,32,M,Eastern,Mid,Referral,2025-11-28,Platinum,H,0,59,Desktop,Family,2
996,23,20,F,NORTH,Mid,Web,2025-12-18,Gold ,A,3,73,desktop,Standard,2
997,100,24,F,west,Low,Store,2025-12-03,Silver,A,3,102,DESKTOP,Standard,2
998,7,75,F,North,Mid,Referral,2025-08-10,gold,A,1,91,MOBILE,Standard,3
999,766,55,F,Eastern,Mid,Referral,2025-12-05,platinum,A,1,98,desktop,Budget,1
1000,767,32,M,NORTH,Mid,Referral,2025-12-16,SILVER,A,2,63,Mobile,Premium,1
1001,62,67,F,W.,Mid,Store,2025-08-20,Silver,H,1,84,desktop,Premium,1
1002,42,35,M,north,High,Store,2025-05-31,Platinum,A,4,18,Mobile,Budget,3
1003,704,52,F,East,Mid,Web,2025-12-19,Premium-Gold,A,1,17,desktop,Standard,3
1004,473,32,M,north,Low,Referral,2025-06-01,platinum,A,1,111,TABLET,Family,3
1005,279,23,M,W.,Mid,Web,2025-03-02,SILVER,A,1,73,mobile,Family,1
1006,554,33,F,north,Mid,Store,2025-02-08,PLATINUM,A,4,13,Desktop,Standard,2
1007,213,31,F,WEST,Low,Referral,2025-07-27,SILVER,R,2,49,DESKTOP,Budget,2
1008,179,50,M,Eastern,Low,Partner,2025-01-13,Gold ,A,0,117,mobile,Standard,1
1009,331,19,M,west,Low,Web,2025-02-13,PLATINUM,A,2,2,phone,Budget,2
1010,807,31,F,South,Mid,Web,2025-03-31,Silver ,R,1,53,DESKTOP,Family,3
1011,691,50,M,east,Mid,Referral,2025-07-13,Silver ,A,2,101,Mobile,Premium,3
1012,172,40,F,N.,Low,Partner,2025-06-24,gold,A,1,114,Mobile,Family,3
1013,506,54,F,EAST,High,Web,2025-07-06,Gold,H,2,44,TABLET,Budget,1
1014,797,56,M,N.,High,Store,2025-07-05,Silver ,A,3,110,Desktop,Family,2
1015,857,73,F,Eastern,Low,Web,2025-12-29,gold,A,0,86,DESKTOP,Family,2
1016,687,66,F,WEST,High,Referral,2025-03-21,silver,A,1,49,DESKTOP,Premium,1
1017,116,31,F,West,Low,Web,2025-06-23,Silver,H,0,94,Mobile,Family,2
1018,217,58,F,east,High,Web,2025-08-12,SILVER,A,3,96,desktop,Standard,2
1019,197,54,F,WEST,High,Web,2025-04-10,PLATINUM,A,0,33,Mobile,Standard,1
1020,136,52,F,west,Low,Partner,2025-03-08,Silver ,A,3,10,MOBILE,Budget,2
1021,158,64,M,West,Mid,Partner,2025-01-18,Gold ,H,0,94,DESKTOP,Budget,2
1022,285,26,M,S.,High,Referral,2025-04-30,SILVER,A,0,10,tablet,Budget,1
1023,500,39,F,west,High,Partner,2025-04-03,PLATINUM,A,0,94,phone,Premium,2
1024,359,65,F,SOUTH,High,Partner,2025-03-13,Premium-Gold,R,4,43,tablet,Standard,3
1025,379,69,M,Western,Mid,Web,2025-04-10,Silver ,A,2,85,Desktop,Budget,1
1026,222,20,F,EAST,Low,Web,2025-09-12,Silver ,A,3,73,Mobile,Budget,2
1027,136,45,F,E.,High,Referral,2025-10-30,silver,A,3,4,MOBILE,Premium,1
1028,900,33,M,West,Mid,Web,2025-07-08,silver,A,0,1,Mobile,Family,3
1029,540,27,F,W.,Mid,Referral,2025-01-25,Gold,A,1,76,DESKTOP,Standard,3
1030,207,21,M,S.,Mid,Web,2025-09-26,Premium-Gold,A,0,62,mobile,Premium,2
1031,729,49,M,N.,Mid,Web,2025-02-25,SILVER,A,1,5,phone,Family,3
1032,748,56,M,North,Low,Web,2025-01-21,Premium-Gold,A,2,118,Mobile,Premium,2
1033,871,48,F,west,Mid,Web,2025-07-27,Silver ,A,2,28,Tablet,Premium,3
1034,144,39,F,West,Low,Referral,2025-06-05,silver,A,0,103,Mobile,Standard,3
1035,576,62,F,N.,Mid,Partner,2025-04-24,Silver,H,1,14,Mobile,Family,2
1036,883,55,M,east,High,Web,2025-12-19,Silver,A,2,28,Mobile,Standard,2
1037,727,70,M,EAST,Mid,Store,2025-02-03,Gold ,A,0,63,Mobile,Premium,3
1038,203,38,M,WEST,Mid,Store,2025-01-20,silver,A,2,63,mobile,Standard,1
1039,804,31,F,E.,Mid,Referral,2025-08-03,gold,A,1,73,Desktop,Budget,1
1040,380,44,M,N.,High,Referral,2025-06-02,Silver ,A,1,20,Desktop,Premium,2
1041,441,47,M,east,Mid,Store,2025-10-20,GOLD,A,1,31,MOBILE,Family,1
1042,503,44,M,E.,Mid,Referral,2025-01-15,Silver ,H,1,31,Desktop,Family,2
1043,695,66,M,south,Low,Referral,2025-06-03,SILVER,A,0,53,MOBILE,Family,3
1044,109,20,F,South,Low,Partner,2025-02-23,Silver ,A,4,111,Desktop,Premium,3
1045,486,48,F,West,Mid,Store,2025-01-16,Silver,A,0,55,Mobile,Standard,3
1046,736,42,M,west,High,Web,2025-06-18,silver,A,2,120,TABLET,Family,3
1047,494,30,F,SOUTH,Mid,Referral,2025-09-26,Silver,A,0,30,TABLET,Budget,1
1048,248,55,F,E.,Low,Referral,2025-02-27,Gold,A,1,29,DESKTOP,Budget,3
1049,51,64,F,Western,High,Web,2025-11-04,Silver ,A,1,12,Mobile,Standard,2
1050,495,49,F,EAST,Mid,Referral,2025-07-09,GOLD,A,1,25,mobile,Standard,3
1051,634,22,M,WEST,High,Referral,2025-06-25,gold,A,0,37,Desktop,Premium,1
1052,495,22,F,South,Low,Web,2025-12-03,silver,A,1,46,Mobile,Family,1
1053,882,42,F,N.,Mid,Store,2025-05-01,gold,A,1,86,mobile,Budget,3
1054,543,56,M,south,High,Referral,2025-03-15,Silver,A,4,53,phone,Premium,1
1055,458,36,M,N.,Low,Referral,2025-10-14,Premium-Gold,A,3,83,MOBILE,Standard,2
1056,50,35,F,NORTH,Mid,Web,2025-02-09,Gold,A,2,10,MOBILE,Family,1
1057,503,67,F,N.,High,Partner,2025-11-15,gold,A,0,114,MOBILE,Standard,1
1058,152,18,F,N.,Low,Store,2025-10-29,Silver,H,0,17,DESKTOP,Standard,3
1059,653,22,F,W.,Low,Web,2025-12-23,Premium-Gold,A,0,4,MOBILE,Premium,3
1060,146,27,F,W.,Mid,Web,2025-06-17,Silver,A,1,51,MOBILE,Standard,1
1061,817,75,F,West,Mid,Web,2025-08-16,silver,H,2,78,phone,Budget,3
1062,272,46,M,East,Low,Web,2025-11-19,Silver ,A,5,28,TABLET,Budget,1
1063,391,27,M,WEST,Mid,Store,2025-02-18,SILVER,A,3,19,MOBILE,Budget,1
1064,131,36,M,E.,Mid,Store,2025-04-22,gold,A,2,102,desktop,Standard,3
1065,190,74,F,NORTH,Low,Store,2025-06-22,PLATINUM,A,3,99,Desktop,Standard,1
1066,830,58,F,east,Mid,Referral,2025-08-18,silver,A,2,90,desktop,Standard,1
1067,256,30,M,WEST,High,Partner,2025-09-05,gold,A,3,26,phone,Premium,1
1068,462,31,M,Western,Mid,Web,2025-12-04,GOLD,A,2,64,Desktop,Budget,1
1069,884,22,M,East,High,Web,2025-06-28,platinum,A,1,83,MOBILE,Budget,1
1070,562,62,F,south,Mid,Web,2025-03-04,Premium-Gold,R,1,52,MOBILE,Premium,2
1071,38,25,F,Western,High,Web,2025-03-11,silver,A,2,21,MOBILE,Premium,1
1072,322,34,F,West,Mid,Web,2025-10-20,Silver ,R,1,100,TABLET,Premium,1
1073,349,38,M,east,Low,Web,2025-06-18,gold,A,1,113,mobile,Premium,3
1074,249,54,F,south,High,Web,2025-08-19,SILVER,A,3,20,phone,Family,1
1075,218,53,M,NORTH,Mid,Store,2025-07-25,PLATINUM,H,1,85,DESKTOP,Family,2
1076,453,64,M,west,Low,Store,2025-10-24,PLATINUM,A,3,107,mobile,Premium,1
1077,340,35,M,E.,Low,Referral,2025-03-21,platinum,A,2,65,MOBILE,Standard,2
1078,265,40,F,North,Mid,Referral,2025-03-04,SILVER,A,2,5,Tablet,Budget,2
1079,372,40,M,south,Low,Store,2025-09-25,Gold,A,3,83,Desktop,Standard,2
1080,310,20,M,WEST,Low,Web,2025-06-08,Gold ,A,0,111,DESKTOP,Standard,3
1081,206,60,F,East,Low,Store,2025-10-25,Silver ,R,1,31,Mobile,Budget,1
1082,408,49,M,E.,Mid,Web,2025-02-17,silver,A,0,16,phone,Budget,2
1083,849,45,M,E.,Mid,Partner,2025-04-10,Silver,A,1,30,MOBILE,Family,2
1084,456,75,M,N.,Mid,Partner,2025-12-17,SILVER,A,2,98,DESKTOP,Budget,3
1085,538,28,F,south,Low,Partner,2025-11-04,Plat,A,1,67,MOBILE,Premium,2
1086,886,74,M,south,Low,Web,2025-01-23,GOLD,A,0,2,MOBILE,Family,3
1087,553,57,F,S.,Mid,Store,2025-10-26,Silver,A,1,71,mobile,Premium,3
1088,201,30,F,East,Mid,Referral,2025-01-24,gold,A,1,98,phone,Budget,3
1089,359,57,F,south,Mid,Referral,2025-02-13,Silver ,A,1,22,MOBILE,Family,2
1090,440,61,F,WEST,Low,Store,2025-11-24,silver,A,2,70,Mobile,Premium,3
1091,428,39,F,WEST,Low,Store,2025-02-15,SILVER,A,0,27,Mobile,Standard,1
1092,135,38,F,north,Low,Web,2025-04-20,gold,A,2,2,mobile,Standard,2
1093,96,66,M,E.,Mid,Store,2025-02-19,Gold ,A,2,48,Mobile,Budget,3
1094,315,27,F,South,Mid,Store,2025-08-06,GOLD,A,4,93,mobile,Premium,1
1095,823,18,M,S.,High,Web,2025-01-21,platinum,A,2,80,phone,Family,3
1096,646,56,F,S.,Mid,Web,2025-04-15,SILVER,A,2,12,Desktop,Standard,1
1097,758,70,M,South,Mid,Referral,2025-04-30,GOLD,A,1,22,MOBILE,Family,3
1098,158,47,M,Western,Mid,Store,2025-08-25,silver,A,0,65,phone,Standard,1
1099,373,25,M,east,Low,Partner,2025-07-01,silver,R,0,38,phone,Family,3
1100,524,49,M,South,Mid,Store,2025-03-12,Silver,R,1,40,Mobile,Premium,3
1101,391,32,M,north,Mid,Partner,2025-06-19,SILVER,A,3,52,mobile,Budget,3
1102,376,65,F,S.,Mid,Partner,2025-06-17,silver,R,0,91,MOBILE,Family,2
1103,324,53,F,Eastern,Low,Web,2025-05-10,SILVER,A,2,69,phone,Family,3
1104,47,37,F,W.,Mid,Partner,2025-07-14,silver,A,2,103,Desktop,Standard,1
1105,772,54,F,Western,High,Store,2025-04-30,Plat,A,1,12,tablet,Premium,1
1106,840,56,F,north,Low,Web,2025-05-02,SILVER,A,0,56,MOBILE,Budget,1
1107,73,57,F,S.,Mid,Referral,2025-10-13,silver,A,0,66,MOBILE,Budget,3
1108,373,39,M,SOUTH,Mid,Web,2025-04-02,platinum,H,3,91,tablet,Budget,3
1109,467,51,M,West,Low,Store,2025-05-01,Gold ,A,3,62,mobile,Standard,3
1110,706,20,M,West,Mid,Store,2025-02-21,Silver,A,2,110,Tablet,Budget,2
1111,889,41,M,east,Mid,Store,2025-09-12,Platinum,A,1,101,desktop,Budget,1
1112,375,39,F,East,High,Store,2025-09-15,Silver,A,2,83,mobile,Family,1
1113,675,49,F,west,High,Referral,2025-09-05,silver,A,1,48,Mobile,Standard,2
1114,844,73,M,N.,Low,Partner,2025-03-03,GOLD,A,2,38,Mobile,Family,3
1115,748,73,M,west,Mid,Store,2025-06-14,silver,A,0,64,DESKTOP,Budget,3
1116,262,46,F,W.,Mid,Store,2025-04-17,Gold,A,3,56,Mobile,Budget,3
1117,736,55,F,N.,Low,Web,2025-10-06,silver,A,1,3,DESKTOP,Premium,3
1118,372,24,F,south,Mid,Web,2025-05-03,GOLD,A,2,27,MOBILE,Standard,2
1119,16,45,F,E.,High,Partner,2025-06-01,gold,A,0,101,Desktop,Standard,1
1120,683,57,F,WEST,Low,Web,2025-06-15,PLATINUM,A,1,55,Desktop,Family,2
1121,752,57,F,north,Mid,Partner,2025-10-05,silver,A,0,114,mobile,Standard,1
1122,310,73,M,S.,High,Partner,2025-09-14,Silver ,A,0,29,phone,Standard,3
1123,406,45,M,SOUTH,Mid,Store,2025-10-27,Plat,A,1,117,Mobile,Standard,1
1124,328,70,M,EAST,Mid,Web,2025-06-06,Gold ,A,3,97,DESKTOP,Budget,2
1125,106,74,M,Western,High,Referral,2025-10-27,SILVER,H,1,43,Desktop,Premium,1
1126,896,51,M,S.,Mid,Partner,2025-11-14,Silver,A,1,73,Mobile,Standard,3
1127,21,23,F,W.,Low,Store,2025-07-11,Gold ,A,0,119,Desktop,Budget,2
1128,501,39,M,Western,Low,Web,2025-09-06,gold,R,0,76,mobile,Standard,3
1129,14,62,F,south,High,Partner,2025-11-28,gold,A,1,112,MOBILE,Standard,2
1130,621,51,M,east,Low,Web,2025-11-03,Plat,H,0,13,tablet,Premium,2
1131,811,72,F,North,Mid,Store,2025-04-11,Silver,A,1,19,MOBILE,Family,2
1132,580,65,M,SOUTH,Low,Partner,2025-09-19,silver,H,2,0,desktop,Premium,3
1133,546,21,M,Eastern,Mid,Referral,2025-06-12,Gold ,A,0,39,mobile,Standard,1
1134,746,67,F,NORTH,High,Web,2025-02-24,Plat,A,0,95,desktop,Family,3
1135,877,38,F,WEST,Mid,Store,2025-05-16,SILVER,A,2,116,mobile,Premium,2
1136,776,65,F,S.,High,Web,2025-12-23,GOLD,A,1,65,phone,Budget,1
1137,209,47,M,South,Low,Store,2025-12-16,Silver ,A,0,51,phone,Budget,3
1138,507,44,M,south,Mid,Partner,2025-10-15,Silver,A,2,112,DESKTOP,Budget,1
1139,737,22,F,E.,High,Partner,2025-12-28,platinum,A,3,71,MOBILE,Budget,2
1140,266,24,M,North,Mid,Web,2025-07-29,Silver,R,2,65,mobile,Standard,3
1141,608,52,F,S.,Low,Web,2025-10-04,silver,A,0,10,phone,Standard,2
1142,21,51,F,North,High,Web,2025-03-02,Premium-Gold,A,3,25,phone,Family,1
1143,790,50,F,N.,Mid,Referral,2025-04-20,SILVER,A,3,84,mobile,Standard,1
1144,553,27,M,E.,Mid,Partner,2025-03-05,Silver ,A,1,84,DESKTOP,Budget,3
1145,669,47,F,S.,High,Web,2025-12-09,GOLD,R,3,60,DESKTOP,Family,2
1146,743,21,F,E.,Low,Referral,2025-08-13,Silver ,A,2,84,Mobile,Standard,2
1147,197,26,F,WEST,Mid,Web,2025-12-07,Gold,A,0,83,MOBILE,Budget,2
1148,406,46,M,S.,Low,Partner,2025-06-01,silver,A,0,7,phone,Budget,1
1149,773,53,F,south,Mid,Store,2025-05-28,silver,A,3,101,Mobile,Premium,3
1150,149,56,M,SOUTH,Low,Referral,2025-09-04,Gold ,A,2,83,TABLET,Standard,1
1151,741,74,M,Western,Mid,Store,2025-07-27,SILVER,A,0,26,Mobile,Standard,3
1152,260,67,M,East,Low,Partner,2025-05-16,Platinum,A,0,25,TABLET,Family,3
1153,518,40,F,west,Mid,Referral,2025-04-26,Platinum,A,5,115,mobile,Premium,1
1154,459,63,M,East,Low,Web,2025-07-07,gold,A,1,30,DESKTOP,Family,1
1155,618,23,F,SOUTH,Mid,Referral,2025-01-28,Silver,A,0,3,Desktop,Premium,2
1156,754,67,F,N.,Mid,Referral,2025-03-10,SILVER,A,3,3,Desktop,Premium,1
1157,315,40,F,West,Mid,Referral,2025-01-16,Plat,A,2,27,Desktop,Budget,3
1158,155,62,F,EAST,Mid,Web,2025-02-26,Silver ,A,2,75,mobile,Standard,2
1159,381,74,M,WEST,Mid,Web,2025-03-14,gold,A,1,55,DESKTOP,Standard,3
1160,551,58,M,S.,High,Store,2025-01-28,GOLD,A,1,88,phone,Standard,1
1161,676,71,M,North,Mid,Partner,2025-01-21,SILVER,A,2,28,MOBILE,Standard,1
1162,679,18,F,East,Low,Store,2025-10-27,silver,A,2,27,Mobile,Standard,2
1163,306,27,M,East,High,Referral,2025-03-08,GOLD,A,1,48,MOBILE,Standard,3
1164,843,54,M,WEST,Mid,Store,2025-07-22,gold,A,2,95,Tablet,Standard,3
1165,75,49,F,EAST,Low,Web,2025-02-05,Silver,A,3,60,phone,Standard,3
1166,106,24,F,S.,Mid,Partner,2025-12-12,GOLD,A,3,92,Mobile,Family,3
1167,23,59,M,north,Low,Web,2025-03-29,Gold,A,3,11,MOBILE,Standard,1
1168,834,21,F,East,Low,Web,2025-10-01,Silver,A,0,49,Desktop,Premium,2
1169,163,75,F,SOUTH,Mid,Web,2025-08-23,SILVER,A,2,52,DESKTOP,Standard,3
1170,542,27,M,West,Low,Referral,2025-10-08,Premium-Gold,A,1,8,tablet,Standard,2
1171,732,43,F,east,High,Store,2025-08-18,GOLD,A,0,38,MOBILE,Premium,3
1172,691,65,F,NORTH,High,Store,2025-07-05,Platinum,A,1,33,phone,Family,3
1173,854,47,M,east,Mid,Partner,2025-10-09,Silver ,A,2,55,Mobile,Premium,3
1174,49,61,M,WEST,Mid,Store,2025-10-25,PLATINUM,A,1,20,MOBILE,Family,3
1175,367,58,M,south,Mid,Referral,2025-05-19,gold,A,2,32,desktop,Standard,2
1176,456,73,M,S.,High,Referral,2025-12-10,gold,A,0,116,Tablet,Family,3
1177,627,44,M,west,Mid,Store,2025-12-27,Silver ,A,1,17,phone,Family,1
1178,561,74,M,N.,Low,Referral,2025-09-21,silver,A,1,98,Mobile,Premium,1
1179,504,47,M,E.,Mid,Partner,2025-12-06,Silver,A,1,65,desktop,Family,2
1180,277,69,M,NORTH,Mid,Partner,2025-02-08,silver,A,1,9,MOBILE,Premium,1
1181,96,60,F,East,Low,Referral,2025-07-17,silver,A,2,48,Desktop,Standard,3
1182,389,25,M,North,Mid,Partner,2025-08-26,platinum,A,0,62,phone,Standard,1
1183,234,55,M,E.,Low,Partner,2025-12-05,silver,A,0,33,mobile,Standard,2
1184,499,68,F,south,High,Web,2025-02-13,PLATINUM,A,3,32,phone,Premium,1
1185,718,25,M,south,Low,Partner,2025-10-22,silver,R,0,86,MOBILE,Standard,2
1186,498,66,M,Western,Low,Store,2025-01-29,Gold ,A,1,3,DESKTOP,Premium,1
1187,525,24,F,south,Low,Store,2025-05-11,silver,A,1,112,Mobile,Standard,3
1188,38,68,F,EAST,Low,Partner,2025-09-10,Premium-Gold,A,0,38,Mobile,Standard,3
1189,581,63,F,NORTH,Low,Web,2025-04-17,Premium-Gold,H,1,46,Tablet,Budget,3
1190,396,26,F,Western,Low,Referral,2025-11-01,platinum,A,1,15,phone,Budget,1
1191,112,60,F,Eastern,Low,Partner,2025-12-06,Silver,A,1,106,mobile,Premium,1
1192,193,24,F,NORTH,Low,Referral,2025-02-27,SILVER,A,1,26,Tablet,Standard,1
1193,703,50,F,West,Mid,Web,2025-04-05,platinum,A,0,97,Mobile,Budget,2
1194,826,71,F,West,Mid,Store,2025-01-28,Silver ,A,1,39,Desktop,Standard,3
1195,457,29,M,W.,Mid,Store,2025-09-17,GOLD,A,1,3,phone,Standard,3
1196,879,28,M,EAST,Mid,Referral,2025-11-20,silver,A,2,49,TABLET,Budget,3
1197,163,42,F,East,Low,Web,2025-08-08,silver,A,2,63,mobile,Standard,3
1198,270,39,F,NORTH,Low,Referral,2025-02-18,Premium-Gold,A,3,56,Mobile,Premium,1
1199,838,20,F,N.,Low,Store,2025-03-05,Gold,A,3,119,tablet,Premium,2
1200,158,44,F,East,Mid,Store,2025-01-13,Premium-Gold,A,5,62,Mobile,Family,1
1201,594,33,F,Western,High,Partner,2025-06-28,Silver,A,0,94,mobile,Budget,1
1202,198,25,F,north,High,Web,2025-09-21,Premium-Gold,H,2,44,MOBILE,Standard,3
1203,299,34,F,north,Mid,Partner,2025-02-24,PLATINUM,A,5,17,MOBILE,Budget,2
1204,430,19,M,SOUTH,Mid,Web,2025-11-06,SILVER,H,2,60,Mobile,Standard,3
